,goal_number,match_api_id,comment,elapsed,event_incident_typefk,goal_type,goal_id,n,player1,player2,sortorder,stats,subtype,team,type,elapsed_plus,del,coordinates
343,1,489240,p,44,20,p,541802,329,127857,,0,,,8528,goal,,,
344,1,489241,n,83,406,n,542379,335,32570,25922,5,,header,8659,goal,,,
345,2,489241,n,90,393,n,542530,345,41073,24171,6,,shot,8659,goal,4,,
346,1,489242,o,88,115,o,543288,305,26066,,2,,,8667,goal,,,
347,1,489243,n,45,406,n,549758,294,30865,27430,2,,header,10260,goal,2,,
348,2,489243,n,63,411,n,549874,307,30829,32569,1,,volley,10260,goal,,,
349,3,489243,n,87,411,n,550023,334,27430,30893,2,,volley,10260,goal,,,
350,1,489244,n,84,393,n,547484,296,36410,30843,1,,shot,9825,goal,,,
351,1,489245,n,19,406,n,546485,280,24658,23782,0,,header,10252,goal,,,
352,2,489245,o,41,115,o,546546,312,36373,,3,,,8659,goal,,,
353,3,489245,n,49,414,n,546584,328,24171,32570,2,,deflected,8659,goal,,,
354,1,489246,n,18,406,n,546859,279,39618,24846,5,,header,8668,goal,,,
355,2,489246,n,45,130,n,547095,312,24011,,1,,direct_freekick,8668,goal,1,,
356,1,489247,n,45,393,n,547093,266,35608,30892,2,,shot,8549,goal,,,
357,2,489247,n,82,393,n,547447,297,30988,43279,1,,shot,8472,goal,,,
358,1,489248,n,19,407,n,546862,210,30619,37475,0,,distance,10261,goal,,,
359,2,489248,n,29,393,n,546952,222,33781,24223,0,,shot,8654,goal,,,
360,3,489248,n,55,393,n,547205,251,34543,26348,2,,shot,8654,goal,,,
361,4,489248,n,78,406,n,547423,276,47382,34574,1,,header,10261,goal,,,
362,1,489249,n,2,393,n,609028,233,30956,30338,2,,shot,9879,goal,,,
363,2,489249,n,69,393,n,609896,303,23927,19020,3,,shot,8655,goal,,,
364,3,489249,n,85,393,n,610021,318,34176,23916,1,,shot,8655,goal,,,
365,1,489250,n,70,80,n,579660,291,34036,,2,,shot,8462,goal,,,
366,2,489250,n,75,406,n,579675,306,23953,34601,0,,header,8462,goal,,,
367,1,489251,dg,31,299,dg,547766,62,40695,,3,,header,10194,goal,,,
368,1,489252,n,90,406,n,549272,332,111865,24890,3,,header,8528,goal,1,,
369,1,489253,n,68,407,n,556659,206,30618,37920,0,,distance,8650,goal,,,
370,2,489253,n,87,406,n,556684,254,30876,24011,1,,header,8668,goal,,,
371,1,489254,n,11,406,n,552166,212,24408,30954,1,,header,8472,goal,,,
372,2,489254,n,60,406,n,552905,273,38807,23354,2,,header,10252,goal,,,
373,3,489254,p,80,20,p,553193,267,23782,,1,,,10252,goal,,,
374,1,489255,n,59,393,n,555594,271,23190,63520,2,,shot,8462,goal,,,
375,2,489255,n,70,393,n,555650,336,30348,31097,1,,shot,8586,goal,,,
376,1,489256,n,7,80,n,554500,227,27665,,3,,shot,8654,goal,,,
377,2,489256,n,22,407,n,554532,237,24781,30338,1,,distance,9879,goal,,,
378,3,489256,dg,50,298,dg,554784,204,27665,,0,,shot,8654,goal,,,
379,4,489256,p,60,20,p,554852,284,37169,,0,,,8654,goal,,,
380,5,489256,n,76,393,n,554920,287,34543,27665,1,,shot,8654,goal,,,
381,1,489257,n,53,39,n,552780,317,30509,,1,,distance,8456,goal,,,
382,1,489258,p,61,20,p,552880,278,34947,,1,,,8655,goal,,,
383,2,489258,n,66,393,n,552964,287,34176,23916,3,,shot,8655,goal,,,
384,3,489258,n,86,393,n,553254,307,34176,23916,3,,shot,8655,goal,,,
385,1,489259,n,90,406,n,553297,318,27430,38817,1,,header,10260,goal,,,
386,1,489260,n,4,288,n,552046,204,23257,,0,,deflected,8659,goal,,,
387,2,489260,n,54,414,n,552842,255,40055,26494,6,,deflected,8659,goal,,,
388,3,489260,n,67,393,n,553033,272,40055,23257,1,,shot,8659,goal,,,
389,1,489261,n,29,406,n,553538,232,30960,30843,5,,header,9825,goal,,,
390,2,489261,n,65,406,n,553705,269,26143,32577,1,,header,8667,goal,,,
391,3,489261,n,82,393,n,553778,294,26181,30843,4,,shot,9825,goal,,,
392,4,489261,n,86,393,n,553798,299,36410,30843,5,,shot,9825,goal,,,
393,1,489262,n,60,393,n,552931,323,25668,24001,1,,shot,10194,goal,,,
394,2,489262,n,88,406,n,553325,365,30456,49825,2,,header,8455,goal,,,
395,3,489262,n,90,39,n,553385,381,30631,,4,,distance,8455,goal,4,,
396,1,489263,n,55,391,n,563086,287,30988,33418,2,,loose_ball,8472,goal,,,
397,1,489264,n,8,393,n,562692,240,30895,30348,2,,shot,8586,goal,,,
398,2,489264,n,21,393,n,562801,263,30348,40755,2,,shot,8586,goal,,,
399,3,489264,n,25,406,n,562828,258,24531,31097,1,,header,8586,goal,,,
400,4,489264,n,57,393,n,563200,304,24001,24773,1,,shot,10194,goal,,,
401,1,489265,npm,22,348,npm,564268,65,37169,,0,,saved_back_into_play,8654,goal,,,
402,2,489265,n,33,393,n,564432,309,27665,34543,2,,shot,8654,goal,,,
403,3,489265,n,51,391,n,564935,331,34543,27665,1,,loose_ball,8654,goal,,,
404,1,489266,n,22,393,n,562951,264,27430,34944,2,,shot,10260,goal,,,
405,2,489266,n,44,131,n,563093,283,38817,,4,,loose_ball,10260,goal,,,
406,3,489266,dg,53,298,dg,563298,138,27430,,1,,shot,10260,goal,,,
407,4,489266,n,60,406,n,563381,301,30865,24154,4,,header,10260,goal,,,
408,5,489266,n,65,393,n,563425,307,30893,24154,1,,shot,10260,goal,,,
409,6,489266,n,73,393,n,563469,314,30893,27430,1,,shot,10260,goal,,,
410,1,489267,n,21,393,n,562816,259,34466,23264,1,,shot,10252,goal,,,
411,1,489268,n,41,393,n,564345,252,24800,38818,1,,shot,8650,goal,,,
412,2,489268,p,83,20,p,565242,288,38491,,0,,,8528,goal,,,
413,1,489269,n,61,406,n,565106,238,30876,24846,2,,header,8668,goal,,,
414,2,489269,n,90,393,n,565524,270,30843,27277,1,,shot,9825,goal,2,,
415,1,489270,n,17,393,n,563841,244,30367,33974,1,,shot,8456,goal,,,
416,2,489270,n,77,393,n,565124,290,33781,30509,1,,shot,8456,goal,,,
417,3,489270,n,81,393,n,565210,303,47382,24234,1,,shot,10261,goal,,,
418,1,489271,n,15,393,n,564117,289,24372,37496,1,,shot,8559,goal,,,
419,2,489271,n,35,393,n,564444,313,23934,26454,2,,shot,8559,goal,,,
420,3,489271,n,66,393,n,565222,348,24136,34947,1,,shot,8655,goal,,,
421,4,489271,npm,70,159,npm,565287,202,34947,,4,,saved,8655,goal,,,
422,5,489271,n,87,393,n,565489,371,34947,34176,5,,shot,8655,goal,,,
423,1,489272,n,58,80,n,564791,291,31906,,3,,shot,8455,goal,,,
424,2,489272,n,80,406,n,565226,316,31906,30631,5,,header,8455,goal,,,
425,1,489273,p,44,20,p,568092,268,30893,,1,,,10260,goal,,,
426,1,489275,n,89,406,n,570580,412,30853,34222,1,,header,8650,goal,,,
427,2,489275,n,90,393,n,570628,420,30853,24800,2,,shot,8650,goal,4,,
428,1,489278,n,32,131,n,569158,321,33418,,3,,loose_ball,8472,goal,,,
429,2,489278,p,69,20,p,569451,369,24225,,0,,,10261,goal,,,
430,3,489278,dg,80,298,dg,569513,203,47382,,0,,shot,10261,goal,,,
431,1,489279,n,14,393,n,566351,224,31907,30956,2,,shot,9879,goal,,,
432,2,489279,n,71,393,n,567412,262,26461,24020,1,,shot,9879,goal,,,
433,3,489279,n,80,393,n,567554,267,26461,24020,4,,shot,9879,goal,,,
434,4,489279,n,84,406,n,567595,264,23190,34601,0,,header,8462,goal,,,
435,1,489280,n,31,406,n,566606,308,26244,155384,5,,header,8559,goal,,,
436,2,489280,n,64,393,n,567331,292,23934,23783,4,,shot,8559,goal,,,
437,3,489280,n,73,393,n,567465,311,23949,38836,0,,shot,8586,goal,,,
438,4,489280,n,75,393,n,567494,322,23949,97988,1,,shot,8586,goal,,,
439,5,489280,n,87,406,n,567664,305,23934,24372,1,,header,8559,goal,,,
440,1,489281,n,44,393,n,566863,316,32577,23023,5,,shot,8667,goal,,,
441,2,489281,n,53,393,n,567125,311,98058,24171,1,,shot,8659,goal,,,
442,3,489281,n,69,406,n,567421,348,23034,32577,3,,header,8667,goal,,,
443,4,489281,p,73,20,p,567473,342,23257,,3,,,8659,goal,,,
444,1,489282,n,45,406,n,565907,247,24001,24773,2,,header,10194,goal,5,,
445,1,489283,n,78,406,n,574097,287,30988,17866,3,,header,8472,goal,,,
446,2,489283,n,90,393,n,574283,283,43279,30988,0,,shot,8472,goal,5,,
447,1,489284,dg,14,298,dg,575659,76,30935,,1,,shot,9825,goal,,,
448,1,489285,dg,22,298,dg,576782,100,27430,,0,,shot,10260,goal,,,
449,2,489285,n,62,393,n,577127,352,24154,30373,4,,shot,10260,goal,,,
450,1,489286,p,40,20,p,573298,278,24011,,0,,,8668,goal,,,
451,2,489286,n,49,393,n,573539,290,40792,30371,1,,shot,8668,goal,,,
452,3,489286,p,90,20,p,574252,350,40792,,2,,,8668,goal,3,,
453,1,489287,n,51,393,n,572437,294,33781,30598,2,,shot,8456,goal,,,
454,1,489288,dg,17,299,dg,572870,47,34947,,0,,header,8655,goal,,,
455,2,489288,n,27,393,n,573058,285,38807,23782,5,,shot,10252,goal,,,
456,3,489288,dg,42,298,dg,573310,116,23264,,2,,shot,10252,goal,,,
457,4,489288,n,90,288,n,574197,352,23264,,0,,deflected,10252,goal,1,,
458,1,489289,n,2,393,n,572674,246,34574,24225,1,,shot,10261,goal,,,
459,2,489289,n,4,393,n,572724,247,26494,38433,1,,shot,8659,goal,,,
460,3,489289,n,9,80,n,572783,251,36412,,2,,shot,10261,goal,,,
461,4,489289,n,40,406,n,573333,293,24228,24890,5,,header,10261,goal,,,
462,5,489289,n,73,393,n,573989,329,26494,26553,3,,shot,8659,goal,,,
463,1,489290,n,62,393,n,574765,266,23190,30830,1,,shot,8462,goal,,,
464,2,489290,n,69,393,n,574788,258,34222,30889,2,,shot,8650,goal,,,
465,3,489290,dg,76,346,dg,574814,169,37139,,0,,,8650,goal,,,
466,4,489290,n,78,406,n,574823,270,23953,40987,1,,header,8462,goal,,,
467,5,489290,n,85,393,n,574851,290,37139,30853,1,,shot,8650,goal,,,
468,6,489290,n,90,406,n,574887,280,30853,24800,1,,header,8650,goal,2,,
469,1,489293,n,23,393,n,586540,259,30829,40945,3,,shot,10260,goal,,,
470,2,489293,n,32,393,n,586562,261,30646,37764,1,,shot,8655,goal,,,
471,3,489293,dg,45,299,dg,586616,87,43248,,1,,header,10260,goal,,,
472,4,489293,n,60,130,n,586722,296,30893,,2,,direct_freekick,10260,goal,,,
473,1,489295,o,51,115,o,588500,332,37442,,2,,,8650,goal,,,
474,2,489295,dg,66,298,dg,588642,203,24213,,5,,shot,8456,goal,,,
475,3,489295,n,78,393,n,588734,363,37139,30853,2,,shot,8650,goal,,,
476,1,489296,n,19,393,n,584647,326,37804,30631,3,,shot,8455,goal,,,
477,1,489298,dg,42,299,dg,588750,109,24225,,0,,header,10261,goal,,,
478,1,489299,n,61,393,n,588012,303,24741,31907,2,,shot,9879,goal,,,
479,2,489299,n,72,393,n,588046,315,31907,24741,3,,shot,9879,goal,,,
480,3,489299,npm,90,348,npm,588216,234,32570,,3,,saved_back_into_play,8659,goal,2,,
481,1,489300,n,9,130,n,585119,272,24372,,0,,direct_freekick,8559,goal,,,
482,2,489300,n,11,393,n,585141,276,23934,34261,2,,shot,8559,goal,,,
483,3,489300,n,66,393,n,586029,340,24223,33312,1,,shot,8654,goal,,,
484,1,489301,n,17,407,n,589848,336,30895,31097,2,,distance,8586,goal,,,
485,2,489301,n,27,131,n,589880,345,34275,,2,,loose_ball,8667,goal,,,
486,3,489301,n,86,406,n,590076,429,38697,40006,1,,header,8586,goal,,,
487,1,489302,n,75,393,n,586120,286,38820,23190,1,,shot,8462,goal,,,
488,2,489302,p,78,20,p,586147,293,24001,,0,,,10194,goal,,,
489,3,489302,n,80,406,n,586180,281,24001,33941,2,,header,10194,goal,,,
490,4,489302,o,90,115,o,586323,300,40695,,1,,,10194,goal,2,,
491,1,489303,n,9,393,n,654396,207,30829,24154,1,,shot,10260,goal,,,
492,2,489303,dg,41,298,dg,654803,106,30829,,0,,shot,10260,goal,,,
493,3,489303,n,82,393,n,655326,262,34944,30373,0,,shot,10260,goal,,,
494,4,489303,dg,89,298,dg,655367,182,30893,,0,,shot,10260,goal,,,
495,1,489305,n,3,80,n,602865,252,30352,,1,,shot,8472,goal,,,
496,2,489305,n,89,393,n,603588,346,24635,23949,5,,shot,8586,goal,,,
497,1,489306,n,71,131,n,596421,338,109898,,1,,loose_ball,8654,goal,,,
498,1,489307,n,45,393,n,597352,331,38609,38807,1,,shot,10252,goal,,,
499,2,489307,n,79,407,n,597676,276,26165,38609,2,,distance,10252,goal,,,
500,3,489307,n,88,406,n,597738,343,40695,24001,0,,header,10194,goal,,,
501,4,489307,n,90,80,n,597772,337,23253,,4,,shot,10194,goal,1,,
502,1,489308,dg,23,346,dg,593450,70,30876,,3,,,8668,goal,,,
503,2,489308,n,36,406,n,593483,341,30876,24846,2,,header,8668,goal,,,
504,3,489308,n,70,39,n,593574,355,30735,,1,,distance,8668,goal,,,
505,1,489309,o,32,115,o,594028,214,30889,,0,,,8650,goal,,,
506,2,489309,n,63,393,n,594445,288,42183,24753,1,,shot,8549,goal,,,
507,3,489309,dg,90,298,dg,594734,206,23352,,1,,shot,8549,goal,3,,
508,1,489310,n,47,393,n,596460,293,23937,24372,1,,shot,8559,goal,,,
509,1,489311,n,34,393,n,596032,273,24136,30646,21,,shot,8655,goal,,,
510,2,489311,n,37,393,n,596048,280,38711,24136,0,,shot,8655,goal,,,
511,3,489311,n,79,411,n,596504,341,23023,32577,4,,volley,8667,goal,,,
512,1,489312,n,25,80,n,593958,295,30627,,2,,shot,8455,goal,,,
513,2,489312,n,83,393,n,594647,376,41877,111865,1,,shot,8528,goal,,,
514,3,489312,n,90,406,n,594727,389,30631,30699,1,,header,8455,goal,1,,
515,1,489313,n,9,393,n,600522,193,24635,24531,3,,shot,8586,goal,,,
516,2,489313,dg,12,298,dg,600588,30,42183,,0,,shot,8549,goal,,,
517,3,489313,n,14,393,n,600624,195,40755,31097,2,,shot,8586,goal,,,
518,4,489313,n,40,393,n,601065,219,30895,24635,0,,shot,8586,goal,,,
519,5,489313,n,79,393,n,602069,247,30895,24635,1,,shot,8586,goal,,,
520,6,489313,dg,90,299,dg,602175,153,42183,,2,,header,8549,goal,1,,
521,1,489314,n,4,393,n,599246,242,36410,39297,5,,shot,9825,goal,,,
522,2,489314,n,7,130,n,599263,244,23257,,0,,direct_freekick,8659,goal,,,
523,3,489314,n,38,406,n,599520,270,30831,3520,2,,header,9825,goal,,,
524,4,489314,n,44,393,n,599582,280,36410,30831,1,,shot,9825,goal,,,
525,1,489315,n,79,80,n,599974,298,30822,,2,,shot,8455,goal,,,
526,1,489316,n,14,393,n,600355,303,24001,23253,3,,shot,10194,goal,,,
527,2,489316,dg,67,346,dg,601497,191,23934,,3,,,8559,goal,,,
528,3,489316,n,73,393,n,601638,390,38755,23253,3,,shot,10194,goal,,,
529,1,489317,n,34,393,n,600753,269,34543,27665,1,,shot,8654,goal,,,
530,1,489318,n,52,393,n,599824,304,41175,30618,1,,shot,8650,goal,,,
531,2,489318,n,65,393,n,599971,308,24800,41175,4,,shot,8650,goal,,,
532,1,489319,n,9,391,n,600281,253,36412,33852,2,,loose_ball,10261,goal,,,
533,2,489319,n,20,393,n,600453,266,30829,24150,1,,shot,10260,goal,,,
534,3,489319,n,56,393,n,601330,302,27430,30802,1,,shot,10260,goal,,,
535,1,489320,p,24,20,p,600533,246,40198,,1,,,8456,goal,,,
536,2,489320,n,89,393,n,601983,308,30367,24213,5,,shot,8456,goal,,,
537,1,489322,n,90,393,n,602195,395,111975,23438,2,,shot,8667,goal,3,,
538,1,489323,p,23,20,p,610936,278,30893,,1,,,10260,goal,,,
539,2,489323,n,28,393,n,610945,282,30853,22764,2,,shot,8650,goal,,,
540,3,489323,p,44,20,p,610981,298,30618,,0,,,8650,goal,,,
541,4,489323,n,77,130,n,611092,338,34222,,0,,direct_freekick,8650,goal,,,
542,5,489323,n,90,407,n,611142,355,39647,30660,2,,distance,8650,goal,1,,
543,1,489324,o,2,115,o,611203,275,37764,,2,,,8655,goal,,,
544,2,489324,n,65,80,n,612345,340,3520,,1,,shot,9825,goal,,,
545,3,489324,n,87,411,n,612701,367,30935,3520,3,,volley,9825,goal,,,
546,4,489324,p,90,20,p,612764,373,30935,,0,,,9825,goal,2,,
547,1,489325,n,12,39,n,611346,186,22991,,2,,distance,8528,goal,,,
548,2,489325,n,41,393,n,611809,207,24413,30988,2,,shot,8472,goal,,,
549,3,489325,n,45,393,n,611881,209,29581,25005,1,,shot,8528,goal,1,,
550,4,489325,dg,62,298,dg,612261,164,38802,,3,,shot,8472,goal,,,
551,5,489325,dg,76,298,dg,612492,106,24413,,0,,shot,8472,goal,,,
552,1,489327,n,5,406,n,614540,258,30818,30895,3,,header,8586,goal,,,
553,2,489327,n,50,393,n,615206,314,23949,24635,3,,shot,8586,goal,,,
554,3,489327,n,85,406,n,615556,349,26165,38807,1,,header,10252,goal,,,
555,1,489328,n,18,393,n,611424,214,40792,39618,2,,shot,8668,goal,,,
556,2,489328,n,24,131,n,611535,212,33086,,7,,loose_ball,8668,goal,,,
557,3,489328,n,52,406,n,612086,241,40695,24435,1,,header,10194,goal,,,
558,4,489328,n,90,414,n,612744,281,39618,24846,2,,deflected,8668,goal,1,,
559,1,489329,n,30,411,n,611629,310,30830,34036,3,,volley,8462,goal,,,
560,2,489329,n,90,393,n,612774,393,23352,24162,7,,shot,8549,goal,4,,
561,1,489330,dg,37,298,dg,611788,113,24372,,1,,shot,8559,goal,,,
562,2,489330,n,42,80,n,611808,298,31907,,1,,shot,9879,goal,,,
563,3,489330,n,45,393,n,611880,300,23934,155384,1,,shot,8559,goal,1,,
564,4,489330,n,56,393,n,612104,315,24020,30338,0,,shot,9879,goal,,,
565,5,489330,n,88,393,n,612651,340,24661,30956,1,,shot,9879,goal,,,
566,1,489331,n,9,406,n,611282,279,39073,23034,0,,header,8667,goal,,,
567,2,489331,n,38,411,n,611754,323,24228,30360,6,,volley,10261,goal,,,
568,1,489332,n,18,393,n,613661,235,30675,30631,1,,shot,8455,goal,,,
569,2,489332,dg,2,298,dg,613835,87,30631,,1,,shot,8455,goal,,,
570,1,489062,n,12,407,n,583590,236,30373,34944,4,,distance,10260,goal,,,
571,2,489062,dg,24,298,dg,583674,57,38817,,1,,shot,10260,goal,,,
572,3,489062,n,30,393,n,583710,261,27430,24150,0,,shot,10260,goal,,,
573,4,489062,dg,45,299,dg,583824,105,27430,,0,,header,10260,goal,1,,
574,5,489062,n,63,393,n,583992,296,30829,30802,2,,shot,10260,goal,,,
575,1,489063,p,18,20,p,389918,219,30843,,1,,,9825,goal,,,
576,2,489063,n,42,393,n,390000,244,30843,30935,1,,shot,9825,goal,,,
577,3,489063,n,60,393,n,390139,267,39297,30960,2,,shot,9825,goal,,,
578,1,489064,n,45,80,n,391990,255,24213,,6,,shot,8456,goal,1,,
579,2,489064,n,51,393,n,392104,263,30367,40792,0,,shot,8456,goal,,,
580,3,489064,n,58,393,n,392171,267,30367,26436,1,,shot,8456,goal,,,
581,1,489065,n,13,406,n,388325,279,37277,36394,0,,header,8654,goal,,,
582,2,489065,o,21,115,o,388443,287,19020,,0,,,8655,goal,,,
583,3,489065,n,22,393,n,388457,288,34176,23922,1,,shot,8655,goal,,,
584,4,489065,dg,30,298,dg,388577,89,23170,,2,,shot,8655,goal,,,
585,5,489065,npm,48,159,npm,388902,194,34176,,2,,saved,8655,goal,,,
586,6,489065,n,90,393,n,389596,372,33781,30966,2,,shot,8654,goal,3,,
587,7,489065,n,90,393,n,389623,374,34543,24223,4,,shot,8654,goal,5,,
588,1,489067,n,12,393,n,388332,209,30348,30830,0,,shot,8462,goal,,,
589,2,489067,n,40,393,n,388721,239,34036,30348,3,,shot,8462,goal,,,
590,3,489067,npm,48,159,npm,388957,115,24160,,0,,saved,8668,goal,,,
591,4,489067,n,69,407,n,389322,268,30348,24653,0,,distance,8462,goal,,,
592,1,489068,n,38,130,n,388676,244,35608,,0,,direct_freekick,8549,goal,,,
593,2,489068,npm,65,24,npm,389225,102,30892,,0,,crossbar,8549,goal,,,
594,3,489068,o,72,115,o,389329,284,33754,,0,,,8549,goal,,,
595,4,489068,n,86,393,n,389515,296,42183,33128,1,,shot,8549,goal,,,
596,1,489069,dg,87,304,dg,389536,172,23934,,2,,loose_ball,8559,goal,,,
597,2,489069,dg,90,298,dg,389573,161,23934,,2,,shot,8559,goal,,,
598,1,489070,o,5,115,o,388200,264,34430,,0,,,8667,goal,,,
599,2,489070,n,13,393,n,388339,274,35327,127857,3,,shot,8528,goal,,,
600,3,489070,n,63,393,n,389221,327,127857,35327,1,,shot,8528,goal,,,
601,4,489070,n,68,393,n,389299,333,34466,34421,1,,shot,8528,goal,,,
602,5,489070,n,81,393,n,389480,343,127857,24528,1,,shot,8528,goal,,,
603,1,489071,n,27,393,n,391259,289,30456,30686,5,,shot,8455,goal,,,
604,2,489071,n,45,80,n,391390,299,23949,,0,,shot,8586,goal,1,,
605,1,489333,n,8,411,n,621827,198,37139,30889,2,,volley,8650,goal,,,
606,2,489333,n,33,393,n,622096,228,37920,30660,1,,shot,8650,goal,,,
607,3,489333,p,39,20,p,622184,232,30618,,1,,,8650,goal,,,
608,4,489333,n,50,407,n,622430,246,30618,30889,1,,distance,8650,goal,,,
609,5,489333,p,65,20,p,622555,257,30618,,0,,,8650,goal,,,
610,1,489334,n,50,393,n,619226,249,31097,30895,1,,shot,8586,goal,,,
611,1,489335,npm,24,159,npm,619747,55,37799,,0,,saved,10261,goal,,,
612,2,489335,n,57,406,n,619941,311,36410,3520,2,,header,9825,goal,,,
613,3,489335,n,58,131,n,619944,307,37799,,0,,loose_ball,10261,goal,,,
614,4,489335,n,64,393,n,619958,278,27277,30843,0,,shot,9825,goal,,,
615,5,489335,n,67,393,n,619961,271,26181,30843,0,,shot,9825,goal,,,
616,1,489336,npm,18,159,npm,621420,40,33974,,5,,saved,8456,goal,,,
617,2,489336,n,56,406,n,621879,287,24208,40198,7,,header,8456,goal,,,
618,1,489337,n,35,393,n,618490,303,37169,40611,3,,shot,8654,goal,,,
619,2,489337,n,51,393,n,618782,305,38711,19020,3,,shot,8655,goal,,,
620,1,489338,p,18,20,p,618296,300,30338,,2,,,9879,goal,,,
621,2,489338,n,87,390,n,619322,393,24737,31907,1,,bicycle_kick,9879,goal,,,
622,1,489339,dg,23,290,dg,618331,60,,,1,,shot,8659,goal,,,
623,2,489339,n,67,39,n,619056,337,24372,,3,,distance,8559,goal,,,
624,3,489339,o,82,115,o,619250,352,35438,,1,,,8559,goal,,,
625,1,489340,n,4,130,n,617776,304,24846,,1,,direct_freekick,8668,goal,,,
626,2,489340,n,22,406,n,617824,320,30830,34036,4,,header,8462,goal,,,
627,3,489340,n,75,406,n,618000,380,30830,24653,1,,header,8462,goal,,,
628,1,489341,n,84,406,n,619304,332,40695,25668,0,,header,10194,goal,,,
629,1,489342,n,84,80,n,621363,354,22991,,3,,shot,8528,goal,,,
630,1,489343,n,14,393,n,633277,273,30893,24154,2,,shot,10260,goal,,,
631,2,489343,n,30,406,n,633454,289,26165,23782,1,,header,10252,goal,,,
632,3,489343,n,58,406,n,633940,328,23264,26165,1,,header,10252,goal,,,
633,4,489343,n,80,407,n,634149,356,30893,34944,3,,distance,10260,goal,,,
634,5,489343,n,90,393,n,634266,369,165709,24154,1,,shot,10260,goal,3,,
635,1,489344,n,8,406,n,629381,203,30960,30613,2,,header,9825,goal,,,
636,2,489344,n,49,393,n,630185,242,30960,30613,2,,shot,9825,goal,,,
637,1,489345,n,42,393,n,629897,252,160496,30734,2,,shot,8654,goal,,,
638,2,489345,n,52,406,n,630181,265,109897,37169,2,,header,8654,goal,,,
639,1,489346,n,26,393,n,632874,246,40792,24006,2,,shot,8668,goal,,,
640,2,489346,n,47,411,n,633213,258,39618,24023,4,,volley,8668,goal,,,
641,3,489346,n,51,391,n,633265,278,40792,39618,2,,loose_ball,8668,goal,,,
642,4,489346,n,61,391,n,633375,288,24006,39618,2,,loose_ball,8668,goal,,,
643,1,489347,n,56,406,n,630260,317,30631,37804,3,,header,8455,goal,,,
644,2,489347,n,65,393,n,630463,326,30679,30631,2,,shot,8455,goal,,,
645,1,489348,p,30,20,p,628848,297,24635,,0,,,8586,goal,,,
646,2,489348,n,82,393,n,629024,348,34947,19020,3,,shot,8655,goal,,,
647,3,489348,n,89,80,n,629076,357,37764,,4,,shot,8655,goal,,,
648,1,489349,n,90,393,n,631268,291,24800,30618,1,,shot,8650,goal,2,,
649,1,489350,n,8,393,n,629353,255,23934,23937,1,,shot,8559,goal,,,
650,2,489350,n,38,393,n,629823,280,24393,42183,1,,shot,8549,goal,,,
651,3,489350,n,44,393,n,629925,284,23783,34261,0,,shot,8559,goal,,,
652,4,489350,n,78,130,n,630650,339,24372,,1,,direct_freekick,8559,goal,,,
653,5,489350,n,84,393,n,630736,350,23937,24372,5,,shot,8559,goal,,,
654,1,489351,n,2,393,n,629276,191,38755,35467,1,,shot,10194,goal,,,
655,2,489351,n,49,80,n,630136,213,24001,,3,,shot,10194,goal,,,
656,1,489353,n,5,393,n,638686,218,30853,30617,2,,shot,8650,goal,,,
657,2,489353,n,33,406,n,638749,251,30853,30889,5,,header,8650,goal,,,
658,3,489353,n,83,407,n,638952,297,25984,24800,1,,distance,8650,goal,,,
659,4,489353,n,90,406,n,639005,304,41175,95327,2,,header,8650,goal,,,
660,1,489354,n,19,406,n,639510,241,30373,30829,1,,header,10260,goal,,,
661,2,489354,n,55,393,n,640375,287,30988,24655,3,,shot,8472,goal,,,
662,3,489354,n,76,393,n,640694,300,165709,34944,2,,shot,10260,goal,,,
663,1,489355,n,65,393,n,640561,379,40755,31097,2,,shot,8586,goal,,,
664,1,489356,n,19,393,n,642256,251,39618,24846,2,,shot,8668,goal,,,
