,goal_number,match_api_id,comment,elapsed,event_incident_typefk,goal_type,goal_id,n,player1,player2,sortorder,stats,subtype,team,type,elapsed_plus,del,coordinates
13617,1,1989817,dg,5,299,dg,4721940,37,41124,,1,,header,10249,goal,,,
13618,1,1989818,p,17,20,p,4766578,92,359188,,2,,,9829,goal,,,
13619,1,1989819,n,33,393,n,4762669,177,292678,179901,3,,shot,8121,goal,,,
13620,2,1989819,n,46,393,n,4763174,247,5610,196947,2,,shot,8689,goal,,,
13621,3,1989819,n,73,393,n,4763738,372,196947,5610,1,,shot,8689,goal,,,
13622,4,1989819,n,90,6,n,4764088,464,210146,,11,,volley,8689,goal,4,,
13623,1,1989821,n,15,407,n,4772266,55,280965,23988,3,,distance,8592,goal,,,
13624,2,1989821,n,46,393,n,4772608,216,210398,248689,1,,shot,8592,goal,,,
13625,3,1989821,n,66,80,n,4772721,262,210398,,3,,shot,8592,goal,,,
13626,4,1989821,n,70,393,n,4772735,274,248689,280965,1,,shot,8592,goal,,,
13627,5,1989821,n,79,406,n,4772771,301,40197,42693,0,,header,7794,goal,,,
13628,1,1989822,n,25,411,n,4762530,202,41198,40018,2,,volley,9853,goal,,,
13629,2,1989822,n,60,393,n,4763499,400,134232,26353,2,,shot,9853,goal,,,
13630,3,1989822,n,90,6,n,4764071,558,93466,,5,,volley,10249,goal,2,,
13631,1,1989823,n,67,80,n,4770680,377,231199,,1,,shot,9851,goal,,,
13632,2,1989823,n,89,393,n,4771055,455,79246,352887,4,,shot,9851,goal,,,
13633,1,1989824,dg,43,298,dg,4763116,236,26114,,0,,shot,9747,goal,,,
13634,2,1989824,n,76,393,n,4763833,464,103869,26330,7,,shot,9747,goal,,,
13635,1,1989825,n,27,80,n,4754769,151,49677,,2,,shot,9847,goal,,,
13636,2,1989825,n,31,406,n,4754791,553,94010,166019,0,,header,9827,goal,,,
13637,3,1989825,n,34,130,n,4754812,193,49677,,1,,direct_freekick,9847,goal,,,
13638,4,1989825,n,79,80,n,4755169,437,166019,,2,,shot,9827,goal,,,
13639,1,1989826,n,29,6,n,4762601,135,103470,,1,,volley,9941,goal,,,
13640,2,1989826,n,30,721,n,4762630,173,169865,210184,2,,tap_in,9941,goal,,,
13641,3,1989826,n,57,80,n,4763396,255,613714,,1,,shot,9837,goal,,,
13642,4,1989826,n,81,407,n,4763882,387,191583,562695,0,,distance,9837,goal,,,
13643,1,1989827,n,21,393,n,4762482,260,46757,145061,1,,shot,7819,goal,,,
13644,2,1989827,n,38,44,n,4762755,205,303345,,1,,header,7819,goal,,,
13645,3,1989827,n,63,393,n,4763539,370,94307,46757,1,,shot,7819,goal,,,
13646,4,1989827,n,90,80,n,4764051,533,46891,,6,,shot,10242,goal,2,,
13647,1,1989828,p,58,20,p,4796925,378,41098,,0,,,8121,goal,,,
13648,1,1989829,n,23,39,n,4796148,285,40758,,5,,distance,7794,goal,,,
13649,2,1989829,n,33,407,n,4796320,222,210128,306128,1,,distance,9831,goal,,,
13650,3,1989829,n,40,393,n,4796417,247,239259,470539,3,,shot,9831,goal,,,
13651,4,1989829,n,90,393,n,4797538,533,491883,306128,12,,shot,9831,goal,4,,
13652,1,1989830,n,23,407,n,4800823,101,188413,292978,2,,distance,9941,goal,,,
13653,2,1989830,n,89,406,n,4802384,511,519575,166019,4,,header,9827,goal,,,
13654,1,1989831,n,19,393,n,4796027,99,145061,103714,1,,shot,7819,goal,,,
13655,2,1989831,p,32,20,p,4796287,178,210142,,0,,,10249,goal,,,
13656,3,1989831,n,90,80,n,4797509,400,215766,,10,,shot,7819,goal,3,,
13657,1,1989832,n,23,393,n,4796113,161,109280,26330,2,,shot,9747,goal,,,
13658,2,1989832,n,35,393,n,4796332,188,25856,41216,1,,shot,6391,goal,,,
13659,3,1989832,n,61,390,n,4797013,333,26330,26256,1,,bicycle_kick,9747,goal,,,
13660,1,1989833,p,25,20,p,4807796,122,169193,,0,,,9748,goal,,,
13661,2,1989833,n,69,406,n,4808236,338,282286,167027,1,,header,8592,goal,,,
13662,1,1989834,n,12,407,n,4804165,85,543358,420867,1,,distance,8689,goal,,,
13663,2,1989834,n,18,393,n,4804307,125,210146,420867,1,,shot,8689,goal,,,
13664,3,1989834,n,21,406,n,4804369,175,563216,468931,1,,header,9829,goal,,,
13665,4,1989834,n,47,130,n,4805301,328,468931,,0,,direct_freekick,9829,goal,,,
13666,5,1989834,n,59,393,n,4805596,401,131995,5610,2,,shot,8689,goal,,,
13667,1,1989835,dg,16,299,dg,4794098,93,129391,,0,,header,9847,goal,,,
13668,2,1989835,n,83,393,n,4794954,457,613714,181197,1,,shot,9837,goal,,,
13669,3,1989835,n,84,411,n,4794972,463,49677,129391,1,,volley,9847,goal,,,
13670,1,1989836,n,49,393,n,4787554,236,365672,213319,1,,shot,8639,goal,,,
13671,2,1989836,npm,73,348,npm,4787795,373,231199,,0,,saved_back_into_play,9851,goal,,,
13672,3,1989836,n,74,721,n,4787808,388,231199,79246,4,,tap_in,9851,goal,,,
13673,1,1989837,n,26,393,n,4804455,354,466478,188465,1,,shot,9853,goal,,,
13674,2,1989837,n,47,393,n,4805296,609,158297,210390,2,,shot,9853,goal,,,
13675,1,1989839,n,45,527,n,4818344,194,466143,,4,,indirect freekick,6391,goal,1,,
13676,2,1989839,n,89,393,n,4819914,602,79246,41189,3,,shot,9851,goal,,,
13677,1,1989840,n,5,649,n,4852517,40,592912,,5,,tap_in,9830,goal,,,
13678,1,1989841,n,13,393,n,4817948,86,131995,179415,1,,shot,8689,goal,,,
13679,2,1989841,n,36,393,n,4818220,221,196947,543358,2,,shot,8689,goal,,,
13680,1,1989842,n,18,393,n,4818003,109,664961,38802,1,,shot,9748,goal,,,
13681,2,1989842,n,88,80,n,4819925,541,473852,,1,,shot,9748,goal,,,
13682,1,1989843,n,26,80,n,4825206,157,26399,,3,,shot,10249,goal,,,
13683,2,1989843,o,45,115,o,4825267,215,267894,,1,,,9829,goal,,,
13684,3,1989843,n,56,80,n,4825345,301,29590,,4,,shot,9829,goal,,,
13685,4,1989843,n,65,393,n,4825372,347,468931,38336,2,,shot,9829,goal,,,
13686,5,1989843,p,90,20,p,4825496,525,359188,,20,,,9829,goal,5,,
13687,1,1989844,n,6,393,n,4817853,32,30907,519575,1,,shot,9827,goal,,,
13688,2,1989844,n,33,406,n,4818181,174,239259,40537,2,,header,9831,goal,,,
13689,3,1989844,n,42,80,n,4818287,207,200509,,3,,shot,9831,goal,,,
13690,4,1989844,o,52,115,o,4818697,282,198277,,1,,,9827,goal,,,
13691,5,1989844,n,69,393,n,4819266,386,26163,200509,1,,shot,9831,goal,,,
13692,6,1989844,n,75,393,n,4819469,435,26163,94318,2,,shot,9831,goal,,,
13693,7,1989844,n,85,393,n,4819818,488,560900,470539,4,,shot,9831,goal,,,
13694,1,1989845,n,18,393,n,4814954,104,129391,35724,1,,shot,9847,goal,,,
13695,2,1989845,n,77,649,n,4815779,344,46509,,1,,tap_in,9847,goal,,,
13696,3,1989845,n,83,393,n,4815812,363,35724,46509,1,,shot,9847,goal,,,
13697,4,1989845,npm,87,348,npm,4815828,383,35724,,0,,saved_back_into_play,9847,goal,,,
13698,1,1989846,n,68,393,n,4823026,345,169865,188413,1,,shot,9941,goal,,,
13699,2,1989846,n,90,393,n,4823533,460,248689,167027,3,,shot,8592,goal,,,
13700,1,1989847,o,13,115,o,4817947,78,93994,,3,,,10242,goal,,,
13701,1,1989848,n,9,44,n,4836420,61,42693,,1,,header,7794,goal,,,
13702,2,1989848,n,32,649,n,4836848,191,33812,,2,,tap_in,7794,goal,,,
13703,3,1989848,n,43,406,n,4837035,241,33812,194479,0,,header,7794,goal,,,
13704,1,1989849,n,17,393,n,4836553,93,166019,297579,1,,shot,9827,goal,,,
13705,2,1989849,n,40,406,n,4836961,236,30907,166019,3,,header,9827,goal,,,
13706,3,1989849,n,45,411,n,4837078,285,214452,166019,4,,volley,9827,goal,2,,
13707,4,1989849,n,78,406,n,4838029,436,71602,210120,1,,header,9748,goal,,,
13708,1,1989850,n,28,406,n,4836780,194,145061,183530,2,,header,7819,goal,,,
13709,2,1989850,n,56,393,n,4837543,375,128666,210126,2,,shot,7819,goal,,,
13710,1,1989851,n,14,393,n,4843899,95,488139,38336,4,,shot,9829,goal,,,
13711,2,1989851,n,30,406,n,4844177,177,109280,230900,1,,header,9747,goal,,,
13712,3,1989851,n,45,393,n,4844449,282,24493,533212,2,,shot,9829,goal,,,
13713,4,1989851,n,65,411,n,4845037,451,230900,606491,3,,volley,9747,goal,,,
13714,5,1989851,n,71,393,n,4845152,497,38336,359188,2,,shot,9829,goal,,,
13715,6,1989851,n,89,393,n,4845499,619,230900,37986,3,,shot,9747,goal,,,
13716,1,1989852,p,38,20,p,4841285,130,41098,,0,,,8121,goal,,,
13717,2,1989852,n,70,406,n,4841995,330,93358,41098,1,,header,8121,goal,,,
13718,3,1989852,p,79,20,p,4842123,381,248689,,0,,,8592,goal,,,
13719,1,1989853,n,7,44,n,4843749,70,559065,,1,,header,10249,goal,,,
13720,2,1989853,n,48,407,n,4844677,291,308843,179415,0,,distance,8689,goal,,,
13721,3,1989853,n,57,393,n,4844847,346,210142,244558,1,,shot,10249,goal,,,
13722,1,1989854,n,11,406,n,4834132,75,562697,562719,4,,header,9830,goal,,,
13723,2,1989854,n,48,649,n,4834843,371,35724,,3,,tap_in,9847,goal,,,
13724,3,1989854,n,73,406,n,4835267,544,49677,46509,2,,header,9847,goal,,,
13725,4,1989854,n,80,882,n,4835401,580,46509,129391,2,,lob,9847,goal,,,
13726,5,1989854,n,90,390,n,4835572,641,195299,129391,3,,bicycle_kick,9847,goal,,,
13727,1,1989855,npm,20,348,npm,4828332,90,41175,,0,,saved_back_into_play,9837,goal,,,
13728,2,1989855,n,57,406,n,4828805,315,41175,94321,0,,header,9837,goal,,,
13729,1,1989856,n,12,6,n,4836429,83,466430,,1,,volley,10242,goal,,,
13730,2,1989856,n,71,406,n,4837861,408,147614,231199,2,,header,9851,goal,,,
13731,1,1989857,n,5,721,n,4846564,57,574633,306128,2,,tap_in,9831,goal,,,
13732,2,1989857,n,19,288,n,4846674,127,26353,,3,,deflected,9853,goal,,,
13733,3,1989857,n,39,6,n,4846773,216,26163,,2,,volley,9831,goal,,,
13734,4,1989857,n,45,393,n,4846804,243,26163,574633,2,,shot,9831,goal,1,,
13735,5,1989857,n,53,393,n,4846913,290,470539,239259,3,,shot,9831,goal,,,
13736,6,1989857,npm,83,22,npm,4847078,383,242958,,0,,missed,9853,goal,,,
13737,1,1989858,n,41,6,n,4870523,282,179901,,4,,volley,8121,goal,,,
13738,2,1989858,npm,43,159,npm,4870552,304,173955,,2,,saved,8121,goal,,,
13739,1,1989859,n,62,393,n,4878774,357,183530,94307,3,,shot,7819,goal,,,
13740,1,1989860,n,22,393,n,4870221,174,169865,164519,1,,shot,9941,goal,,,
13741,2,1989860,n,25,406,n,4870283,540,303025,409193,3,,header,6391,goal,,,
13742,3,1989860,n,44,393,n,4870557,327,41240,303025,6,,shot,6391,goal,,,
13743,4,1989860,o,49,115,o,4870907,374,409193,,2,,,6391,goal,,,
13744,1,1989861,p,43,20,p,4862892,193,365672,,1,,,8639,goal,,,
13745,2,1989861,n,64,393,n,4863162,313,242156,41332,1,,shot,8639,goal,,,
13746,3,1989861,npm,73,195,npm,4863235,341,155623,,0,,,10249,goal,,,
13747,1,1989862,n,38,393,n,4877993,175,297579,166019,2,,shot,9827,goal,,,
13748,2,1989862,n,47,406,n,4878438,244,131995,149031,3,,header,8689,goal,,,
13749,3,1989862,p,64,20,p,4878911,511,196947,,1,,,8689,goal,,,
13750,4,1989862,n,79,406,n,4879287,510,143750,179828,3,,header,8689,goal,,,
13751,5,1989862,n,89,406,n,4879549,496,684978,352833,2,,header,9827,goal,,,
13752,1,1989863,npm,41,24,npm,4868384,261,169193,,0,,crossbar,9748,goal,,,
13753,2,1989863,n,44,288,n,4868421,284,169193,,1,,deflected,9748,goal,,,
13754,1,1989864,n,41,406,n,4874758,189,352887,40683,1,,header,9851,goal,,,
13755,2,1989864,n,51,406,n,4875113,281,450002,38336,2,,header,9829,goal,,,
13756,3,1989864,npm,65,159,npm,4875364,342,304856,,0,,saved,9851,goal,,,
13757,1,1989866,n,30,406,n,4881638,156,248689,167027,1,,header,8592,goal,,,
13758,2,1989866,p,41,20,p,4881708,200,35724,,0,,,9847,goal,,,
13759,3,1989866,rp,44,485,rp,4881730,216,35724,,0,,,9847,goal,,,
13760,4,1989866,p,44,20,p,4881732,219,35724,,1,,,9847,goal,,,
13761,5,1989866,npm,55,159,npm,4882064,262,167027,,3,,saved,8592,goal,,,
13762,1,1989867,n,81,721,n,4871504,572,103869,511214,1,,tap_in,9747,goal,,,
13763,1,2118418,n,11,393,n,4993289,50,687572,467689,2,,shot,9830,goal,,,
13764,2,2118418,n,42,721,n,4993404,217,93485,26155,3,,tap_in,9831,goal,,,
13765,3,2118418,n,70,393,n,4993539,388,211089,562697,3,,shot,9830,goal,,,
13766,1,499317,n,12,71,n,375301,21,30872,,0,,,9823,goal,,,
13767,2,499317,p,16,20,p,375302,22,32118,,0,,,9823,goal,,,
13768,3,499317,n,25,71,n,375303,20,33101,,0,,,9790,goal,,,
13769,4,499317,p,56,20,p,375308,23,39106,,0,,,9790,goal,,,
13770,1,499318,n,4,71,n,375884,23,31718,,0,,,9789,goal,,,
13771,2,499318,n,21,71,n,375981,24,27556,,0,,,8178,goal,,,
13772,3,499318,n,36,71,n,376199,28,27363,,0,,,9789,goal,,,
13773,4,499318,n,49,71,n,376626,22,71399,,0,,,9789,goal,,,
13774,5,499318,n,83,71,n,377065,29,31199,,0,,,8178,goal,,,
13775,1,499319,n,2,71,n,375872,18,27301,,0,,,10189,goal,,,
13776,2,499319,n,7,71,n,375899,19,30249,,0,,,10189,goal,,,
13777,3,499319,n,64,71,n,376839,23,30249,,0,,,10189,goal,,,
13778,1,499320,n,20,71,n,375977,17,38848,,0,,,8722,goal,,,
13779,2,499320,n,48,71,n,376609,18,27324,,0,,,8721,goal,,,
13780,3,499320,n,78,71,n,376937,20,39902,,0,,,8721,goal,,,
13781,1,499321,n,44,71,n,379206,15,25819,,0,,,8177,goal,,,
13782,2,499321,n,60,71,n,379412,16,36130,,0,,,8177,goal,,,
13783,1,499322,n,61,411,n,376803,282,30827,37550,0,,volley,8697,goal,,,
13784,2,499322,n,74,131,n,376871,294,30266,,0,,loose_ball,9912,goal,,,
13785,3,499322,n,80,407,n,376930,301,30827,35996,1,,distance,8697,goal,,,
13786,4,499322,n,82,80,n,376956,303,30266,,1,,shot,9912,goal,,,
13787,1,499323,n,16,71,n,375972,21,36084,,0,,,8226,goal,,,
13788,2,499323,n,54,71,n,376725,22,35411,,0,,,8226,goal,,,
13789,3,499323,n,76,71,n,376938,23,36084,,0,,,8226,goal,,,
13790,1,499324,n,15,71,n,378917,21,30628,,0,,,10269,goal,,,
13791,2,499324,n,26,71,n,379040,22,40203,,0,,,10269,goal,,,
13792,3,499324,n,44,71,n,379196,25,27326,,0,,,10269,goal,,,
13793,4,499324,n,60,71,n,379399,27,31936,,0,,,9788,goal,,,
13794,1,499325,n,30,71,n,376024,19,37381,,0,,,8295,goal,,,
13795,1,499398,p,17,20,p,463279,13,39106,,0,,,9790,goal,,,
13796,2,499398,n,73,71,n,464278,15,37787,,0,,,9790,goal,,,
13797,1,499399,n,71,80,n,462867,341,49939,,2,,shot,8178,goal,,,
13798,2,499399,n,81,131,n,462912,354,27492,,2,,loose_ball,8178,goal,,,
13799,1,499400,n,63,71,n,463981,20,36788,,0,,,8177,goal,,,
13800,2,499400,n,84,71,n,464483,23,30886,,0,,,8177,goal,,,
13801,3,499400,n,90,71,n,464589,24,40927,,0,,,8177,goal,,,
13802,1,499401,p,40,20,p,462655,15,30445,,0,,,8721,goal,,,
13803,2,499401,n,55,71,n,462775,17,34420,,0,,,8721,goal,,,
13804,3,499401,p,75,20,p,462896,21,39902,,0,,,8721,goal,,,
13805,1,499402,o,55,115,o,463835,22,30459,,0,,,9823,goal,,,
13806,2,499402,n,65,71,n,464022,23,30638,,0,,,9823,goal,,,
13807,3,499402,n,80,71,n,464164,24,30924,,0,,,9823,goal,,,
13808,1,499403,n,31,71,n,462632,18,37558,,0,,,8398,goal,,,
13809,2,499403,n,63,71,n,462821,22,30266,,0,,,9912,goal,,,
13810,1,499404,n,65,71,n,464097,20,27363,,0,,,9789,goal,,,
13811,1,499405,n,2,71,n,463267,21,39844,,0,,,9911,goal,,,
13812,2,499405,n,64,71,n,464023,23,35411,,0,,,8226,goal,,,
13813,3,499405,p,70,20,p,464187,26,36084,,0,,,8226,goal,,,
13814,4,499405,n,71,71,n,464252,27,78990,,0,,,8226,goal,,,
13815,1,499406,n,14,71,n,462587,17,27301,,0,,,10189,goal,,,
13816,2,499406,n,19,71,n,462599,15,30249,,0,,,10189,goal,,,
13817,3,499406,n,68,71,n,462863,20,26437,,0,,,10189,goal,,,
13818,1,499407,n,25,71,n,466844,26,30638,,0,,,9823,goal,,,
13819,2,499407,p,30,20,p,466894,27,30266,,0,,,9912,goal,,,
13820,3,499407,n,76,71,n,467621,33,30924,,0,,,9823,goal,,,
13821,4,499407,p,85,20,p,467799,35,32118,,0,,,9823,goal,,,
13822,1,499408,n,57,44,n,466295,275,30937,,0,,header,8178,goal,,,
13823,2,499408,n,65,406,n,466312,287,31199,30937,3,,header,8178,goal,,,
13824,1,499409,n,27,6,n,470967,232,39900,,1,,volley,9911,goal,,,
13825,2,499409,n,44,80,n,471199,256,35990,,0,,shot,9789,goal,,,
13826,1,499410,n,3,71,n,466761,22,38848,,0,,,8722,goal,,,
13827,2,499410,n,61,71,n,467579,27,38848,,0,,,8722,goal,,,
13828,3,499410,n,69,71,n,467597,25,34114,,0,,,10269,goal,,,
13829,4,499410,n,90,71,n,467954,28,30789,,0,,,8722,goal,,,
13830,1,499411,o,14,115,o,466791,172,16300,,3,,,8177,goal,,,
13831,2,499411,n,20,6,n,466816,178,31235,,1,,volley,8697,goal,,,
13832,3,499411,n,42,80,n,467005,201,30827,,2,,shot,8697,goal,,,
13833,4,499411,n,60,80,n,467537,224,25366,,1,,shot,8697,goal,,,
13834,5,499411,n,69,406,n,467591,237,31244,30886,5,,header,8177,goal,,,
13835,6,499411,n,85,406,n,467769,251,25366,30252,1,,header,8697,goal,,,
13836,1,499412,n,80,71,n,467725,23,27461,,0,,,10189,goal,,,
13837,2,499412,n,90,71,n,467921,27,26437,,0,,,10189,goal,,,
13838,1,499413,n,5,71,n,466772,16,118386,,0,,,9904,goal,,,
13839,2,499413,n,19,71,n,466820,17,39840,,0,,,9904,goal,,,
13840,3,499413,n,79,71,n,467671,20,30821,,0,,,9904,goal,,,
13841,1,499414,o,12,115,o,470785,14,27475,,0,,,9810,goal,,,
13842,2,499414,n,16,71,n,470840,15,69864,,0,,,9810,goal,,,
13843,3,499414,n,53,71,n,471404,16,36060,,0,,,9810,goal,,,
13844,1,499415,n,15,71,n,466811,22,36084,,0,,,8226,goal,,,
13845,2,499415,n,20,71,n,466830,23,37389,,0,,,8295,goal,,,
13846,3,499415,n,67,71,n,467592,26,40176,,0,,,8226,goal,,,
13847,4,499415,n,75,71,n,467672,29,36084,,0,,,8226,goal,,,
13848,5,499415,n,78,71,n,467683,30,40176,,0,,,8226,goal,,,
13849,1,499416,n,9,406,n,478074,233,30496,39106,1,,header,9790,goal,,,
13850,2,499416,n,33,80,n,478177,254,30764,,4,,shot,9790,goal,,,
13851,3,499416,n,48,131,n,478446,271,36132,,1,,loose_ball,9789,goal,,,
13852,1,499417,n,70,71,n,482944,19,30886,,0,,,8177,goal,,,
13853,1,499418,n,3,393,n,481802,167,30709,38244,1,,shot,9823,goal,,,
13854,2,499418,n,5,393,n,481823,177,26437,27303,1,,shot,10189,goal,,,
13855,3,499418,n,31,393,n,482265,200,30924,38843,1,,shot,9823,goal,,,
13856,1,499419,p,36,20,p,478211,17,30445,,0,,,8721,goal,,,
13857,2,499419,n,55,71,n,478518,19,30445,,0,,,8721,goal,,,
13858,3,499419,n,81,71,n,478691,21,30445,,0,,,8721,goal,,,
13859,1,499420,n,18,71,n,482066,24,37760,,0,,,9810,goal,,,
13860,2,499420,n,66,71,n,482903,34,37760,,0,,,9810,goal,,,
13861,3,499420,n,71,71,n,482935,27,38188,,0,,,10269,goal,,,
13862,4,499420,n,87,71,n,483191,29,27326,,0,,,10269,goal,,,
13863,1,499421,n,6,71,n,478033,17,71353,,0,,,9788,goal,,,
13864,2,499421,n,80,71,n,478679,21,71353,,0,,,9788,goal,,,
13865,1,499422,n,16,39,n,477350,228,39840,,2,,distance,9904,goal,,,
13866,2,499422,n,43,393,n,477411,257,97491,38215,1,,shot,8722,goal,,,
13867,3,499422,n,72,288,n,477490,293,38217,,2,,deflected,8722,goal,,,
13868,1,499424,n,1,71,n,478001,21,27556,,0,,,8178,goal,,,
13869,2,499424,n,17,71,n,478099,22,31199,,0,,,8178,goal,,,
13870,3,499424,n,24,71,n,478122,23,43210,,0,,,8178,goal,,,
13871,4,499424,n,37,71,n,478222,25,34413,,0,,,8295,goal,,,
13872,5,499424,n,60,71,n,478559,26,37326,,0,,,8295,goal,,,
13873,6,499424,n,77,71,n,478638,28,38206,,0,,,8295,goal,,,
13874,1,499425,n,30,71,n,486849,20,31199,,0,,,8178,goal,,,
13875,2,499425,n,41,71,n,487072,21,27556,,0,,,8178,goal,,,
13876,3,499425,n,85,71,n,487849,25,30249,,0,,,10189,goal,,,
13877,1,499426,n,5,71,n,486775,16,71399,,0,,,9789,goal,,,
13878,2,499426,n,19,71,n,486797,15,36132,,0,,,9789,goal,,,
13879,3,499426,n,26,71,n,486807,17,71399,,0,,,9789,goal,,,
13880,4,499426,n,69,71,n,487639,18,20396,,0,,,9789,goal,,,
13881,1,499428,p,15,20,p,491364,252,31235,,0,,,8697,goal,,,
13882,2,499428,n,45,44,n,491728,287,28480,,1,,header,8697,goal,1,,
13883,3,499428,dg,47,298,dg,491868,80,28480,,3,,shot,8697,goal,,,
13884,4,499428,n,48,80,n,491873,292,38848,,1,,shot,8722,goal,,,
13885,5,499428,n,55,39,n,491947,300,37550,,1,,distance,8697,goal,,,
13886,1,499429,n,12,71,n,486792,22,30496,,0,,,9790,goal,,,
13887,2,499429,n,47,71,n,487413,26,31244,,0,,,8177,goal,,,
13888,3,499429,n,49,71,n,487460,25,40927,,0,,,8177,goal,,,
13889,1,499430,n,80,71,n,487760,14,19674,,0,,,8398,goal,,,
13890,1,499431,n,63,80,n,486385,303,39840,,1,,shot,9904,goal,,,
13891,2,499431,o,66,115,o,486391,307,27518,,1,,,9904,goal,,,
13892,1,499432,n,21,71,n,486806,20,30709,,0,,,9823,goal,,,
13893,2,499432,p,65,20,p,487635,24,30924,,0,,,9823,goal,,,
13894,3,499432,n,79,71,n,487696,25,31936,,0,,,9788,goal,,,
13895,4,499432,n,81,71,n,487719,26,26472,,0,,,9788,goal,,,
13896,1,499433,n,22,71,n,486798,21,36084,,0,,,8226,goal,,,
13897,2,499433,n,27,71,n,486808,22,30445,,0,,,8721,goal,,,
13898,3,499433,n,37,71,n,486953,23,78990,,0,,,8226,goal,,,
13899,4,499433,n,40,71,n,487026,24,15403,,0,,,8721,goal,,,
13900,5,499433,n,69,71,n,487640,27,40176,,0,,,8226,goal,,,
13901,1,499434,n,25,71,n,495008,17,38828,,0,,,8398,goal,,,
13902,2,499434,n,29,71,n,495155,19,30924,,0,,,9823,goal,,,
13903,3,499434,n,38,71,n,495187,18,30459,,0,,,9823,goal,,,
13904,4,499434,n,54,71,n,495743,20,30638,,0,,,9823,goal,,,
13905,5,499434,n,59,71,n,495847,21,30709,,0,,,9823,goal,,,
13906,1,499435,n,6,80,n,499769,230,33101,,1,,shot,9790,goal,,,
13907,2,499435,n,24,130,n,499944,247,31235,,0,,direct_freekick,8697,goal,,,
13908,3,499435,n,74,80,n,500561,305,30764,,0,,shot,9790,goal,,,
13909,1,499436,n,17,71,n,494978,21,35997,,0,,,10189,goal,,,
13910,2,499436,p,22,20,p,495001,22,26437,,0,,,10189,goal,,,
13911,3,499436,n,30,71,n,495108,23,31936,,0,,,9788,goal,,,
13912,4,499436,n,45,71,n,495286,24,35997,,0,,,10189,goal,,,
13913,1,499437,n,18,393,n,494967,211,38188,27326,1,,shot,10269,goal,,,
13914,2,499437,n,51,80,n,495635,251,30445,,2,,shot,8721,goal,,,
13915,3,499437,n,76,80,n,495899,283,30445,,2,,shot,8721,goal,,,
13916,4,499437,n,80,393,n,495938,287,15403,39902,1,,shot,8721,goal,,,
13917,5,499437,n,85,393,n,496045,290,15403,27324,1,,shot,8721,goal,,,
13918,1,499438,n,25,71,n,495010,17,37760,,0,,,9810,goal,,,
13919,2,499438,n,40,71,n,495202,18,27475,,0,,,9810,goal,,,
13920,3,499438,n,86,71,n,496139,21,37760,,0,,,9810,goal,,,
13921,4,499438,n,90,71,n,496263,22,69864,,0,,,9810,goal,,,
13922,1,499439,n,53,71,n,495702,18,30266,,0,,,9912,goal,,,
13923,2,499439,n,69,71,n,495874,19,24138,,0,,,9912,goal,,,
13924,3,499439,n,78,71,n,495960,20,27556,,0,,,8178,goal,,,
13925,1,499440,n,32,71,n,495134,27,35411,,0,,,8226,goal,,,
13926,2,499440,n,67,71,n,495865,33,36084,,0,,,8226,goal,,,
13927,3,499440,n,78,71,n,495939,35,30789,,0,,,8722,goal,,,
13928,4,499440,n,87,71,n,496124,36,36084,,0,,,8226,goal,,,
13929,1,499441,n,25,71,n,495012,19,25819,,0,,,8177,goal,,,
13930,2,499441,n,33,71,n,495135,20,16300,,0,,,8177,goal,,,
13931,3,499441,n,39,71,n,495220,21,31244,,0,,,8177,goal,,,
13932,4,499441,n,51,71,n,495679,22,12246,,0,,,9911,goal,,,
13933,5,499441,n,75,71,n,495940,23,30272,,0,,,9911,goal,,,
13934,1,499442,n,21,393,n,494531,238,35990,36132,1,,shot,9789,goal,,,
13935,2,499442,dg,63,298,dg,494629,152,37390,,0,,shot,8295,goal,,,
13936,1,499443,n,59,44,n,507471,329,30709,,1,,header,9823,goal,,,
13937,2,499443,n,82,80,n,507646,359,30638,,3,,shot,9823,goal,,,
13938,1,499445,npm,16,159,npm,510814,26,26437,,1,,saved,10189,goal,,,
13939,2,499445,n,79,80,n,511852,249,43211,,1,,shot,10269,goal,,,
13940,3,499445,n,84,393,n,511901,254,27326,34112,1,,shot,10269,goal,,,
13941,1,499446,n,11,71,n,506787,17,25366,,0,,,8697,goal,,,
13942,2,499446,n,20,71,n,506821,18,25366,,0,,,8697,goal,,,
13943,3,499446,p,44,20,p,507060,19,31235,,0,,,8697,goal,,,
13944,4,499446,n,62,71,n,507516,21,25366,,0,,,8697,goal,,,
13945,5,499446,n,75,71,n,507555,22,27316,,0,,,8697,goal,,,
13946,1,499447,n,24,80,n,506377,240,16300,,2,,shot,8177,goal,,,
13947,2,499447,n,45,44,n,506428,277,38848,,2,,header,8722,goal,,,
13948,3,499447,dg,72,298,dg,506485,155,36788,,1,,shot,8177,goal,,,
13949,4,499447,n,86,44,n,506518,311,36788,,2,,header,8177,goal,,,
13950,1,499448,n,39,71,n,511230,18,12246,,0,,,9911,goal,,,
13951,2,499448,n,70,71,n,511783,19,30764,,0,,,9790,goal,,,
13952,1,499449,n,12,71,n,506791,19,30854,,0,,,9904,goal,,,
13953,2,499449,n,18,71,n,506810,20,30854,,0,,,9904,goal,,,
13954,3,499449,n,44,71,n,507061,21,23819,,0,,,9904,goal,,,
13955,4,499449,p,47,20,p,507347,24,34413,,0,,,8295,goal,,,
13956,5,499449,n,87,71,n,507748,25,94916,,0,,,8295,goal,,,
13957,1,499450,o,17,115,o,506811,26,26472,,0,,,9788,goal,,,
